direction,source_rule,target_rule,edge_kind,jump_delta,source_line,source_region,target_region,cross_boundary,source_fact_evidence,target_resolution_evidence,boundary_classification_evidence,raw_jump_or_successor,source_source_lines,source_state_reads,source_state_reads_evidence_class,source_state_writes,source_state_writes_evidence_class,source_escrow_mutations,source_escrow_mutations_evidence_class,source_command_issuance,source_command_issuance_evidence_class,source_pending_object_guards,source_pending_object_guards_evidence_class,source_world_state_milestones,source_world_state_milestones_evidence_class,target_source_lines,target_state_reads,target_state_reads_evidence_class,target_state_writes,target_state_writes_evidence_class,target_escrow_mutations,target_escrow_mutations_evidence_class,target_command_issuance,target_command_issuance_evidence_class,target_pending_object_guards,target_pending_object_guards_evidence_class,target_world_state_milestones,target_world_state_milestones_evidence_class,transition_state_effect,transition_state_effect_evidence_class
OUTGOING,1838,1839,fall-through,,21335,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1838 -> rule 1839,21335-21342,building-type-count-total lumber-camp >= 2; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 2),DIRECT_DONOR_TEXT,21344-21359,building-type-count-total lumber-camp < 2; can-build-with-escrow lumber-camp; game-time >= 480; goal:gl-current-build-item; goal:gl-strategy; housing-headroom >= 5; wood-amount >= 110,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,"(building-type-count-total lumber-camp < 2); (housing-headroom >= 5); (or	(game-time >= 480)
    (or	(wood-amount >= 110)
    (housing-headroom >= 5))); (or	(wood-amount >= 110)
    (housing-headroom >= 5))",DIRECT_DONOR_TEXT,writes=(up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1839,1840,fall-through,,21344,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1839 -> rule 1840,21344-21359,building-type-count-total lumber-camp < 2; can-build-with-escrow lumber-camp; game-time >= 480; goal:gl-current-build-item; goal:gl-strategy; housing-headroom >= 5; wood-amount >= 110,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,"(building-type-count-total lumber-camp < 2); (housing-headroom >= 5); (or	(game-time >= 480)
    (or	(wood-amount >= 110)
    (housing-headroom >= 5))); (or	(wood-amount >= 110)
    (housing-headroom >= 5))",DIRECT_DONOR_TEXT,21361-21367,building-type-count-total lumber-camp < 2; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress KrushLC2Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 2),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3) | escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(build lumber-camp),MECHANICALLY_DERIVED
OUTGOING,1840,1841,fall-through,,21361,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1840 -> rule 1841,21361-21367,building-type-count-total lumber-camp < 2; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress KrushLC2Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 2),DIRECT_DONOR_TEXT,21369-21376,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC2),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress KrushLC2Number),MECHANICALLY_DERIVED
OUTGOING,1841,1842,fall-through,,21369,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1841 -> rule 1842,21369-21376,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC2),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21380-21392,can-build-with-escrow lumber-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,writes=(set-goal gl-current-build-item LC2),MECHANICALLY_DERIVED
OUTGOING,1842,1843,fall-through,,21380,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1842 -> rule 1843,21380-21392,can-build-with-escrow lumber-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21394-21400,building-type-count-total lumber-camp < 3; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress LC3Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 3),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3) | escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(build lumber-camp),MECHANICALLY_DERIVED
OUTGOING,1843,1844,fall-through,,21394,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1843 -> rule 1844,21394-21400,building-type-count-total lumber-camp < 3; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress LC3Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 3),DIRECT_DONOR_TEXT,21402-21410,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC3),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress LC3Number),MECHANICALLY_DERIVED
OUTGOING,1844,1845,fall-through,,21402,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1844 -> rule 1845,21402-21410,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC3),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,21412-21419,building-type-count-total lumber-camp >= 3; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 3),DIRECT_DONOR_TEXT,writes=(set-goal gl-current-build-item LC3) | escrow=(set-escrow-percentage wood LOW-ESCROW),MECHANICALLY_DERIVED
OUTGOING,1845,1846,fall-through,,21412,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1845 -> rule 1846,21412-21419,building-type-count-total lumber-camp >= 3; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 3),DIRECT_DONOR_TEXT,21422-21434,can-build-with-escrow lumber-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,writes=(up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1846,1847,fall-through,,21422,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1846 -> rule 1847,21422-21434,can-build-with-escrow lumber-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21436-21442,building-type-count-total lumber-camp < 3; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress KrushLC3Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 3),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3) | escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(build lumber-camp),MECHANICALLY_DERIVED
OUTGOING,1847,1848,fall-through,,21436,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1847 -> rule 1848,21436-21442,building-type-count-total lumber-camp < 3; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress KrushLC3Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 3),DIRECT_DONOR_TEXT,21444-21452,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC3),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress KrushLC3Number),MECHANICALLY_DERIVED
OUTGOING,1848,1849,fall-through,,21444,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1848 -> rule 1849,21444-21452,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC3),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,21454-21461,building-type-count-total lumber-camp >= 3; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 3),DIRECT_DONOR_TEXT,writes=(set-goal gl-current-build-item LC3) | escrow=(set-escrow-percentage wood LOW-ESCROW),MECHANICALLY_DERIVED
OUTGOING,1849,1850,fall-through,,21454,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1849 -> rule 1850,21454-21461,building-type-count-total lumber-camp >= 3; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 3),DIRECT_DONOR_TEXT,21464-21468,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1850,1851,fall-through,,21464,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1850 -> rule 1851,21464-21468,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21470-21479,can-build-with-escrow lumber-camp; goal:gl-current-build-item; goal:gl-progression-pause,DIRECT_DONOR_TEXT,NONE,NONE,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1850,1854,up-jump,4,21464,R07,R07,NO,DIRECT_DONOR_TEXT,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,(up-jump-rule 4),21464-21468,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21499-21505,building-type-count-total lumber-camp >= 4; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 4),DIRECT_DONOR_TEXT,NONE,NONE
OUTGOING,1851,1852,fall-through,,21470,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1851 -> rule 1852,21470-21479,can-build-with-escrow lumber-camp; goal:gl-current-build-item; goal:gl-progression-pause,DIRECT_DONOR_TEXT,NONE,NONE,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21481-21487,building-type-count-total lumber-camp < 4; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress LC4Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 4),DIRECT_DONOR_TEXT,escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(build lumber-camp),MECHANICALLY_DERIVED
OUTGOING,1852,1853,fall-through,,21481,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1852 -> rule 1853,21481-21487,building-type-count-total lumber-camp < 4; goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress LC4Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp < 4),DIRECT_DONOR_TEXT,21489-21497,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC4),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress LC4Number),MECHANICALLY_DERIVED
OUTGOING,1853,1854,fall-through,,21489,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1853 -> rule 1854,21489-21497,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item LC4),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,21499-21505,building-type-count-total lumber-camp >= 4; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 4),DIRECT_DONOR_TEXT,writes=(set-goal gl-current-build-item LC4) | escrow=(set-escrow-percentage wood LOW-ESCROW),MECHANICALLY_DERIVED
OUTGOING,1854,1855,fall-through,,21499,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1854 -> rule 1855,21499-21505,building-type-count-total lumber-camp >= 4; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total lumber-camp >= 4),DIRECT_DONOR_TEXT,21509-21522,can-build gl-escrow-state c: lumber-camp; game-time >= 1260; game-time >= 1570; goal:gl-escrow-state; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-normal gl-escrow-state c: lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,writes=(up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1855,1856,fall-through,,21509,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1855 -> rule 1856,21509-21522,can-build gl-escrow-state c: lumber-camp; game-time >= 1260; game-time >= 1570; goal:gl-escrow-state; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-normal gl-escrow-state c: lumber-camp),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21527-21536,goal:gl-build-progress,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-strategic-number sn-allow-adjacent-dropsites 1); (set-strategic-number sn-dropsite-separation-distance 3) | commands=(up-build place-normal gl-escrow-state c: lumber-camp),MECHANICALLY_DERIVED
OUTGOING,1856,1857,fall-through,,21527,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1856 -> rule 1857,21527-21536,goal:gl-build-progress,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21538-21550,goal:gl-current-build-item,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1857,1858,fall-through,,21538,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1857 -> rule 1858,21538-21550,goal:gl-current-build-item,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21553-21563,goal:gl-current-build-item; wood-amount < 50,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1858,1859,fall-through,,21553,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1858 -> rule 1859,21553-21563,goal:gl-current-build-item; wood-amount < 50,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21567-21575,up-research-status c: castle-age >= research-pending,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1859,1860,fall-through,,21567,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1859 -> rule 1860,21567-21575,up-research-status c: castle-age >= research-pending,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21577-21587,goal:gl-current-build-item,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1860,1861,fall-through,,21577,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1860 -> rule 1861,21577-21587,goal:gl-current-build-item,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21590-21598,goal:gl-build-progress; goal:gl-strategy; wood-amount >= 270,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1861,1862,fall-through,,21590,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1861 -> rule 1862,21590-21598,goal:gl-build-progress; goal:gl-strategy; wood-amount >= 270,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21600-21607,goal:gl-current-build-item; wood-amount >= 260,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1862,1863,fall-through,,21600,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1862 -> rule 1863,21600-21607,goal:gl-current-build-item; wood-amount >= 260,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21609-21621,goal:gl-build-progress; goal:gl-current-build-item; wood-amount >= 190; wood-amount >= 260; wood-amount >= 270,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1863,1864,fall-through,,21609,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1863 -> rule 1864,21609-21621,goal:gl-build-progress; goal:gl-current-build-item; wood-amount >= 190; wood-amount >= 260; wood-amount >= 270,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21623-21632,goal:gl-current-build-item; wood-amount >= 150,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1864,1865,fall-through,,21623,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1864 -> rule 1865,21623-21632,goal:gl-current-build-item; wood-amount >= 150,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21635-21647,wood-amount < 100,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1865,1866,fall-through,,21635,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1865 -> rule 1866,21635-21647,wood-amount < 100,DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21651-21665,building-type-count-total mill < 1; can-build-with-escrow mill; game-time >= SkipMillTime; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 0),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build mill),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mill < 1),DIRECT_DONOR_TEXT,NONE,NONE
OUTGOING,1866,1867,fall-through,,21651,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1866 -> rule 1867,21651-21665,building-type-count-total mill < 1; can-build-with-escrow mill; game-time >= SkipMillTime; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 0),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(build mill),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mill < 1),DIRECT_DONOR_TEXT,21667-21673,building-type-count-total mill >= 1; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill >= 1),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-allow-adjacent-dropsites 0) | escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(build mill),MECHANICALLY_DERIVED
OUTGOING,1867,1868,fall-through,,21667,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1867 -> rule 1868,21667-21673,building-type-count-total mill >= 1; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill >= 1),DIRECT_DONOR_TEXT,21675-21682,building-type-count-total mill < 1; game-time < SkipMillTime; goal:gl-build-progress; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-build-progress 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill < 1),DIRECT_DONOR_TEXT,writes=(up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1868,1869,fall-through,,21675,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1868 -> rule 1869,21675-21682,building-type-count-total mill < 1; game-time < SkipMillTime; goal:gl-build-progress; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-build-progress 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill < 1),DIRECT_DONOR_TEXT,21684-21691,building-type-count-total mill < 1; game-time >= SkipMillTime; goal:gl-build-progress; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-build-progress 2),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill < 1),DIRECT_DONOR_TEXT,writes=(set-goal gl-build-progress 1),MECHANICALLY_DERIVED
